,LocationName,SourceFile,AnnotationType,RelativeStartTime,RelativeEndTime,StartTime,EndTime,FileStartTime,LowFreq,HighFreq,Annotation
527,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:32.890021,0 days 00:15:34.272217,2024-03-25 09:00:32.890021+00:00,2024-03-25 09:00:34.272217+00:00,2024-03-25 08:45:00,489.8,1432.6,C
528,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:34.209390,0 days 00:15:35.214624,2024-03-25 09:00:34.209390+00:00,2024-03-25 09:00:35.214624+00:00,2024-03-25 08:45:00,551.0,1346.9,C
529,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:35.654413,0 days 00:15:36.910955,2024-03-25 09:00:35.654413+00:00,2024-03-25 09:00:36.910955+00:00,2024-03-25 08:45:00,636.7,1236.7,C
530,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:37.979016,0 days 00:15:39.863829,2024-03-25 09:00:37.979016+00:00,2024-03-25 09:00:39.863829+00:00,2024-03-25 08:45:00,661.2,1469.3,C
531,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:40.240791,0 days 00:15:41.811469,2024-03-25 09:00:40.240791+00:00,2024-03-25 09:00:41.811469+00:00,2024-03-25 08:45:00,453.0,1261.2,C
532,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:41.937123,0 days 00:15:43.256492,2024-03-25 09:00:41.937123+00:00,2024-03-25 09:00:43.256492+00:00,2024-03-25 08:45:00,416.3,1175.5,C
533,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:44.198898,0 days 00:15:46.083711,2024-03-25 09:00:44.198898+00:00,2024-03-25 09:00:46.083711+00:00,2024-03-25 08:45:00,551.0,1297.9,C
534,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:49.790510,0 days 00:15:51.298360,2024-03-25 09:00:49.790510+00:00,2024-03-25 09:00:51.298360+00:00,2024-03-25 08:45:00,661.2,1395.8,C
535,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:51.549668,0 days 00:15:52.931864,2024-03-25 09:00:51.549668+00:00,2024-03-25 09:00:52.931864+00:00,2024-03-25 08:45:00,563.2,1371.4,C
536,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:52.806210,0 days 00:15:53.999925,2024-03-25 09:00:52.806210+00:00,2024-03-25 09:00:53.999925+00:00,2024-03-25 08:45:00,514.3,1420.3,C
537,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:55.633429,0 days 00:15:56.952798,2024-03-25 09:00:55.633429+00:00,2024-03-25 09:00:56.952798+00:00,2024-03-25 08:45:00,502.0,1236.7,C
538,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$084500_1711335600.Table.1.selections.txt,Acoustic,0 days 00:15:57.706724,0 days 00:15:59.968499,2024-03-25 09:00:57.706724+00:00,2024-03-25 09:00:59.968499+00:00,2024-03-25 08:45:00,477.5,1359.1,C
539,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:00:56.261775,0 days 00:00:57.392663,2024-03-25 15:45:56.261775+00:00,2024-03-25 15:45:57.392663+00:00,2024-03-25 15:45:00,1004.0,2314.2,O
540,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:00:58.460724,0 days 00:00:59.968574,2024-03-25 15:45:58.460724+00:00,2024-03-25 15:45:59.968574+00:00,2024-03-25 15:45:00,820.4,2240.7,O
541,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:01:01.225116,0 days 00:01:02.670139,2024-03-25 15:46:01.225116+00:00,2024-03-25 15:46:02.670139+00:00,2024-03-25 15:45:00,783.6,2387.6,O
542,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:06.062777,0 days 00:03:07.319319,2024-03-25 15:48:06.062777+00:00,2024-03-25 15:48:07.319319+00:00,2024-03-25 15:45:00,955.1,2510.1,O
543,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:08.513034,0 days 00:03:09.769576,2024-03-25 15:48:08.513034+00:00,2024-03-25 15:48:09.769576+00:00,2024-03-25 15:45:00,955.1,2497.8,O
544,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:11.277426,0 days 00:03:12.533968,2024-03-25 15:48:11.277426+00:00,2024-03-25 15:48:12.533968+00:00,2024-03-25 15:45:00,844.9,2559.1,O
545,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:13.727683,0 days 00:03:15.109879,2024-03-25 15:48:13.727683+00:00,2024-03-25 15:48:15.109879+00:00,2024-03-25 15:45:00,808.1,2559.1,O
546,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:16.994691,0 days 00:03:18.251233,2024-03-25 15:48:16.994691+00:00,2024-03-25 15:48:18.251233+00:00,2024-03-25 15:45:00,942.8,2510.1,O
547,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:31.947540,0 days 00:03:33.266909,2024-03-25 15:48:31.947540+00:00,2024-03-25 15:48:33.266909+00:00,2024-03-25 15:45:00,820.4,2363.1,O
548,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:35.528684,0 days 00:03:36.659572,2024-03-25 15:48:35.528684+00:00,2024-03-25 15:48:36.659572+00:00,2024-03-25 15:45:00,795.9,2314.2,O
549,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:42.534018,0 days 00:03:43.790560,2024-03-25 15:48:42.534018+00:00,2024-03-25 15:48:43.790560+00:00,2024-03-25 15:45:00,857.1,2485.6,O
550,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$154500_1711360800.Table.1.selections.txt,Acoustic,0 days 00:03:47.560185,0 days 00:03:49.005209,2024-03-25 15:48:47.560185+00:00,2024-03-25 15:48:49.005209+00:00,2024-03-25 15:45:00,918.3,2473.3,O
551,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:09.581044,0 days 00:25:11.088895,2024-03-25 17:10:09.581044+00:00,2024-03-25 17:10:11.088895+00:00,2024-03-25 16:45:00,1004.0,2179.5,O
552,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:13.601978,0 days 00:25:15.109829,2024-03-25 17:10:13.601978+00:00,2024-03-25 17:10:15.109829+00:00,2024-03-25 16:45:00,795.9,2265.2,O
553,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:18.282709,0 days 00:25:19.853387,2024-03-25 17:10:18.282709+00:00,2024-03-25 17:10:19.853387+00:00,2024-03-25 16:45:00,844.9,2436.6,O
554,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:24.062802,0 days 00:25:25.382171,2024-03-25 17:10:24.062802+00:00,2024-03-25 17:10:25.382171+00:00,2024-03-25 16:45:00,722.4,2559.1,O
555,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:28.586353,0 days 00:25:29.780068,2024-03-25 17:10:28.586353+00:00,2024-03-25 17:10:29.780068+00:00,2024-03-25 16:45:00,869.3,2522.3,O
556,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:33.361212,0 days 00:25:34.743408,2024-03-25 17:10:33.361212+00:00,2024-03-25 17:10:34.743408+00:00,2024-03-25 16:45:00,844.9,2546.8,O
557,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:40.020884,0 days 00:25:41.591561,2024-03-25 17:10:40.020884+00:00,2024-03-25 17:10:41.591561+00:00,2024-03-25 16:45:00,844.9,2559.1,O
558,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:25:58.994666,0 days 00:26:00.188381,2024-03-25 17:10:58.994666+00:00,2024-03-25 17:11:00.188381+00:00,2024-03-25 16:45:00,930.6,2485.6,O
559,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:06.408264,0 days 00:26:08.041768,2024-03-25 17:11:06.408264+00:00,2024-03-25 17:11:08.041768+00:00,2024-03-25 16:45:00,795.9,2730.5,O
560,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:16.554952,0 days 00:26:17.937148,2024-03-25 17:11:16.554952+00:00,2024-03-25 17:11:17.937148+00:00,2024-03-25 16:45:00,857.1,2718.2,O
561,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:31.444973,0 days 00:26:32.889996,2024-03-25 17:11:31.444973+00:00,2024-03-25 17:11:32.889996+00:00,2024-03-25 16:45:00,1053.0,2632.5,O
562,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:38.921397,0 days 00:26:40.303593,2024-03-25 17:11:38.921397+00:00,2024-03-25 17:11:40.303593+00:00,2024-03-25 16:45:00,930.6,2644.8,O
563,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:48.219807,0 days 00:26:49.727658,2024-03-25 17:11:48.219807+00:00,2024-03-25 17:11:49.727658+00:00,2024-03-25 16:45:00,991.8,2559.1,O
564,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:52.366396,0 days 00:26:53.937073,2024-03-25 17:11:52.366396+00:00,2024-03-25 17:11:53.937073+00:00,2024-03-25 16:45:00,832.6,2706.0,O
565,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:55.005134,0 days 00:26:56.450157,2024-03-25 17:11:55.005134+00:00,2024-03-25 17:11:56.450157+00:00,2024-03-25 16:45:00,771.4,2693.7,O
566,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:26:58.083661,0 days 00:26:59.340203,2024-03-25 17:11:58.083661+00:00,2024-03-25 17:11:59.340203+00:00,2024-03-25 16:45:00,881.6,2608.0,O
567,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:01.790460,0 days 00:27:03.361137,2024-03-25 17:12:01.790460+00:00,2024-03-25 17:12:03.361137+00:00,2024-03-25 16:45:00,906.1,2681.5,O
568,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:07.162289,0 days 00:27:08.670139,2024-03-25 17:12:07.162289+00:00,2024-03-25 17:12:08.670139+00:00,2024-03-25 16:45:00,955.1,2644.8,O
569,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:11.183223,0 days 00:27:12.251283,2024-03-25 17:12:11.183223+00:00,2024-03-25 17:12:12.251283+00:00,2024-03-25 16:45:00,808.1,2559.1,O
570,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:14.827194,0 days 00:27:16.460699,2024-03-25 17:12:14.827194+00:00,2024-03-25 17:12:16.460699+00:00,2024-03-25 16:45:00,808.1,2657.0,O
571,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:18.345512,0 days 00:27:19.790535,2024-03-25 17:12:18.345512+00:00,2024-03-25 17:12:19.790535+00:00,2024-03-25 16:45:00,906.1,2510.1,O
572,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:24.565394,0 days 00:27:26.010417,2024-03-25 17:12:24.565394+00:00,2024-03-25 17:12:26.010417+00:00,2024-03-25 16:45:00,832.6,2620.3,O
573,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:27.643921,0 days 00:27:28.900463,2024-03-25 17:12:27.643921+00:00,2024-03-25 17:12:28.900463+00:00,2024-03-25 16:45:00,857.1,2546.8,O
574,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:31.287893,0 days 00:27:32.670089,2024-03-25 17:12:31.287893+00:00,2024-03-25 17:12:32.670089+00:00,2024-03-25 16:45:00,869.3,2657.0,O
575,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:35.246000,0 days 00:27:36.753850,2024-03-25 17:12:35.246000+00:00,2024-03-25 17:12:36.753850+00:00,2024-03-25 16:45:00,771.4,2657.0,O
576,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:38.450182,0 days 00:27:40.083686,2024-03-25 17:12:38.450182+00:00,2024-03-25 17:12:40.083686+00:00,2024-03-25 16:45:00,844.9,2632.5,O
577,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:43.476349,0 days 00:27:44.984199,2024-03-25 17:12:43.476349+00:00,2024-03-25 17:12:44.984199+00:00,2024-03-25 16:45:00,771.4,2693.7,O
578,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:27:47.811419,0 days 00:27:49.193615,2024-03-25 17:12:47.811419+00:00,2024-03-25 17:12:49.193615+00:00,2024-03-25 16:45:00,808.1,2608.0,O
579,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:28:08.073269,0 days 00:28:09.392638,2024-03-25 17:13:08.073269+00:00,2024-03-25 17:13:09.392638+00:00,2024-03-25 16:45:00,991.8,2620.3,O
580,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:05.340278,0 days 00:29:07.036610,2024-03-25 17:14:05.340278+00:00,2024-03-25 17:14:07.036610+00:00,2024-03-25 16:45:00,746.9,2559.1,O
581,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:08.607287,0 days 00:29:10.052310,2024-03-25 17:14:08.607287+00:00,2024-03-25 17:14:10.052310+00:00,2024-03-25 16:45:00,759.1,2571.3,O
582,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:21.675323,0 days 00:29:23.183173,2024-03-25 17:14:21.675323+00:00,2024-03-25 17:14:23.183173+00:00,2024-03-25 16:45:00,795.9,2546.8,O
583,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:24.565369,0 days 00:29:26.073219,2024-03-25 17:14:24.565369+00:00,2024-03-25 17:14:26.073219+00:00,2024-03-25 16:45:00,722.4,2644.8,O
584,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:27.392588,0 days 00:29:28.649130,2024-03-25 17:14:27.392588+00:00,2024-03-25 17:14:28.649130+00:00,2024-03-25 16:45:00,808.1,2657.0,O
585,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:29:46.680506,0 days 00:29:47.999875,2024-03-25 17:14:46.680506+00:00,2024-03-25 17:14:47.999875+00:00,2024-03-25 16:45:00,759.1,2338.7,O
586,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:05.622987,0 days 00:30:07.005184,2024-03-25 17:15:05.622987+00:00,2024-03-25 17:15:07.005184+00:00,2024-03-25 16:45:00,795.9,2559.1,O
587,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:08.450207,0 days 00:30:09.958057,2024-03-25 17:15:08.450207+00:00,2024-03-25 17:15:09.958057+00:00,2024-03-25 16:45:00,795.9,2583.5,O
588,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:10.837636,0 days 00:30:12.408314,2024-03-25 17:15:10.837636+00:00,2024-03-25 17:15:12.408314+00:00,2024-03-25 16:45:00,697.9,2473.3,O
589,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:13.539201,0 days 00:30:15.109879,2024-03-25 17:15:13.539201+00:00,2024-03-25 17:15:15.109879+00:00,2024-03-25 16:45:00,734.7,2583.5,O
590,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:17.811444,0 days 00:30:19.444948,2024-03-25 17:15:17.811444+00:00,2024-03-25 17:15:19.444948+00:00,2024-03-25 16:45:00,832.6,2473.3,O
591,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:20.638663,0 days 00:30:22.209340,2024-03-25 17:15:20.638663+00:00,2024-03-25 17:15:22.209340+00:00,2024-03-25 16:45:00,759.1,2497.8,O
592,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:24.345462,0 days 00:30:25.790485,2024-03-25 17:15:24.345462+00:00,2024-03-25 17:15:25.790485+00:00,2024-03-25 16:45:00,661.2,2571.3,O
593,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:28.303568,0 days 00:30:30.251208,2024-03-25 17:15:28.303568+00:00,2024-03-25 17:15:30.251208+00:00,2024-03-25 16:45:00,697.9,2473.3,O
594,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:35.591511,0 days 00:30:37.287843,2024-03-25 17:15:35.591511+00:00,2024-03-25 17:15:37.287843+00:00,2024-03-25 16:45:00,734.7,2534.6,O
595,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:38.795693,0 days 00:30:40.177889,2024-03-25 17:15:38.795693+00:00,2024-03-25 17:15:40.177889+00:00,2024-03-25 16:45:00,783.6,2461.1,O
596,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:43.790560,0 days 00:30:44.984274,2024-03-25 17:15:43.790560+00:00,2024-03-25 17:15:44.984274+00:00,2024-03-25 16:45:00,759.1,2473.3,O
597,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:48.125629,0 days 00:30:49.570652,2024-03-25 17:15:48.125629+00:00,2024-03-25 17:15:49.570652+00:00,2024-03-25 16:45:00,771.4,2595.8,O
598,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:53.591586,0 days 00:30:54.785301,2024-03-25 17:15:53.591586+00:00,2024-03-25 17:15:54.785301+00:00,2024-03-25 16:45:00,746.9,2657.0,O
599,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:56.481633,0 days 00:30:58.052310,2024-03-25 17:15:56.481633+00:00,2024-03-25 17:15:58.052310+00:00,2024-03-25 16:45:00,808.1,2706.0,O
600,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:30:58.994716,0 days 00:31:00.376913,2024-03-25 17:15:58.994716+00:00,2024-03-25 17:16:00.376913+00:00,2024-03-25 16:45:00,771.4,2583.5,O
601,CAR213,C:\Users\Amogh\OneDrive - University of Cambridge\Programming-New\CaracalChitalDetector\andrew_cnn\annotations\CAR213_20240325$164500_1711364400.Table.1.selections.txt,Acoustic,0 days 00:31:02.701515,0 days 00:31:03.832403,2024-03-25 17:16:02.701515+00:00,2024-03-25 17:16:03.832403+00:00,2024-03-25 16:45:00,746.9,2510.1,O
